# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[335] စိတ်ဓာတ်၏ စွမ်းအင်.md	[279]名色分别章/[318]增盛述说论	[335]	335	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[336]a မိမိတို့၏ စိတ်ကို ဤသို့ ဆင်ခြင်ပေးပါ.md	[279]名色分别章/[318]增盛述说论	[336]a	336	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[336]b စိတ်ဓာတ်ကို ပြုပြင်ပြောင်းလဲပေးပါ.md	[279]名色分别章/[318]增盛述说论	[336]b	336	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[338] ဗြဟ္မာမင်းစည်းစိမ်ကို ရရှိစေနိုင်ပုံ.md	[279]名色分别章/[318]增盛述说论	[338]	338	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[339] ဇာဏုသောဏိသုတ္တန်.md	[279]名色分别章/[318]增盛述说论	[339]	339	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[279]နာမရူပဝဝတ္ထာန အခန်း/[318]ဥဿဒ ကိတ္တန ကထာ/[345] ခြွင်းချက်အနည်းငယ်.md	[279]名色分别章/[318]增盛述说论	[345]	345	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[347]a ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း.md	[347]威仪章与正知章	[347]a	347	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[347]b ဣရိယာပထနှင့် သမ္ပဇညပိုင်း ရှုကွက်.md	[347]威仪章与正知章	[347]b	347	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[347]c ရူပကာယ (၄) မျိုး.md	[347]威仪章与正知章	[347]c	347	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[347]d ကာယဝိညတ်ရုပ်.md	[347]威仪章与正知章	[347]d	347	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[351] ခန္ဓာငါးပါး = ရုပ် + နာမ် နှစ်ပါး.md	[347]威仪章与正知章	[351]	351	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[352] သွားလိုသော စိတ်.md	[347]威仪章与正知章	[352]	352	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[353] ရှုပုံစနစ် အမြွက်.md	[347]威仪章与正知章	[353]	353	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[354] ယထာ ယထာ ဝါ ပနဿ ကာယော ပဏိဟိတော ဟောတိ၊.md	[347]威仪章与正知章	[354]	354	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[355] သမ္ပဇာနပဗ္ဗ = သမ္ပဇဉ်ပိုင်း.md	[347]威仪章与正知章	[355]	355	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[356]a အဒ္ဓါနဣရိယာပထ - မဇ္ဈိမဣရိယာပထ - ခုဒ္.md	[347]威仪章与正知章	[356]a	356	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[356]b အဘိက္ကန္တေ - ပဋိက္ကန္တေ.md	[347]威仪章与正知章	[356]b	356	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[357] သမ္ပဇာနကာရီ ဟောတိ.md	[347]威仪章与正知章	[357]	357	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[358]a သမ္ပဇဉ်လေးပါး.md	[347]威仪章与正知章	[358]a	358	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[358]b အကျိုးတရားဟူသည်.md	[347]威仪章与正知章	[358]b	358	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[358]c အကျိုးတရား ရရှိနိုင်ပုံ.md	[347]威仪章与正知章	[358]c	358	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[359] ၂။ သပ္ပါယသမ္ပဇဉ်.md	[347]威仪章与正知章	[359]	359	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[361] ၃။ ဂေါစရသမ္ပဇဉ်.md	[347]威仪章与正知章	[361]	361	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[362]a ကျင့်ဝတ် (၄) မျိုး (မ၊ဋ္ဌ၊၁၊၂၂၅၉...။.md	[347]威仪章与正知章	[362]a	362	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[362]b (က) ဆွမ်းခံအသွား၌ ကမ္မဋ္ဌာန်းဆောင်၍ အပြန်၌ မဆောင်သူ.md	[347]威仪章与正知章	[362]b	362	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[364] (ခ) ဆွမ်းခံအသွား၌ ကမ္မဋ္ဌာန်း မဆောင်.md	[347]威仪章与正知章	[364]	364	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[365] (ဂ) အသွား - အပြန် ကမ္မဋ္ဌာန်းကို မဆေ.md	[347]威仪章与正知章	[365]	365	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[366] (ဃ) အသွား - အပြန် ကမ္မဋ္ဌာန်းဆောင်သူ.md	[347]威仪章与正知章	[366]	366	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[368] မဟာဖုဿဒေဝ မထေရ်မြတ်ကြီး.md	[347]威仪章与正知章	[368]	368	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[369] မဟာနာဂမထေရ်မြတ်ကြီး.md	[347]威仪章与正知章	[369]	369	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[370]a တန်ဖိုးမဖြတ်နိုင်သော ဥပဒေသတစ်ရပ်.md	[347]威仪章与正知章	[370]a	370	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[370]b ကလမ္ဗဆိပ်ကမ်းကျောင်း၌ ဝါကပ်တော်မူကြ.md	[347]威仪章与正知章	[370]b	370	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[371] လိုက်နာသင့်သော စည်းကမ်းသတ်မှတ်ချက်မျ.md	[347]威仪章与正知章	[371]	371	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[372] ရရှိနိုင်သော အကျိုးတရားများ.md	[347]威仪章与正知章	[372]	372	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[374] ဥပနိဿယသမ္ပန္န.md	[347]威仪章与正知章	[374]	374	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[375] ဒိဋ္ဌေ - ဒိဋ္ဌမတ္တံ ကျင့်စဉ်.md	[347]威仪章与正知章	[375]	375	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[378] ဝိညာတေ ဝိညာတမတ္တံ.md	[347]威仪章与正知章	[378]	378	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[379] ဉာတပရိညာ တီရဏပရိညာ.md	[347]威仪章与正知章	[379]	379	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[380] ရှုကွက် အတိုချုပ်.md	[347]威仪章与正知章	[380]	380	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[381] ပဟာနပရိညာစခန်းသို့.md	[347]威仪章与正知章	[381]	381	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[382] အသမ္မောဟသမ္ပဇဉ်.md	[347]威仪章与正知章	[382]	382	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[386]a အာလောကိတေ ဝိလောကိတေ သမ္ပဇာနကာရီ ဟော.md	[347]威仪章与正知章	[386]a	386	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[386]b ၁။ သာတ္ထကသမ္ပဇဉ်.md	[347]威仪章与正知章	[386]b	386	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[388]a ၂။ တစ်နည်း သာတ္ထကသမ္ပဇဉ် - သပ္ပါယသမ္.md	[347]威仪章与正知章	[388]a	388	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[388]b ၃။ ဂေါစရသမ္ပဇဉ်.md	[347]威仪章与正知章	[388]b	388	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[389]a ၄။ အသမ္မောဟသမ္ပဇဉ်.md	[347]威仪章与正知章	[389]a	389	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[389]b မူလပရိညာ.md	[347]威仪章与正知章	[389]b	389	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[391] ဥပလက္ခဏနည်း နိဒဿနနည်း.md	[347]威仪章与正知章	[391]	391	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[392] အာဂန္တုက သဘော.md	[347]威仪章与正知章	[392]	392	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[393] တာဝကာလိက သဘော.md	[347]威仪章与正知章	[393]	393	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[394] ခန္ဓာ (၅) ပါးနည်း၏ အစွမ်းဖြင့် အသမ္.md	[347]威仪章与正知章	[394]	394	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[395]a အာယတနနည်း၏ အစွမ်းဖြင့် အသမ္မောဟသမ္ပဇ.md	[347]威仪章与正知章	[395]a	395	vol_2/English-First-Edition-markdown/Vol 2, pg 279-396.md	glossary/subsets/Vol 2, pg 279-396.tsv
